abc,avar,white,black,hisp,asian,oth,female,dis,takeup,treat
26,179,0,1,0,0,0,1,0,1,1
15,4,0,1,0,0,0,0,0,1,1
21,225,0,1,0,0,0,0,0,1,1
26,169,0,0,1,0,0,1,0,1,1
26,362,1,0,0,0,0,1,0,1,1
0,-279,1,0,0,0,0,1,0,0,0
26,292,1,0,0,0,0,0,0,1,1
26,288,0,1,0,0,0,0,0,1,1
21,121,1,0,0,0,0,1,0,1,1
23,254,1,0,0,0,0,1,0,1,1
1,-135,0,1,0,0,0,0,0,0,0
24,305,1,0,0,0,0,1,0,1,1
25,-224,0,1,0,0,0,1,0,0,0
25,51,0,1,0,0,0,1,1,1,1
26,345,1,0,0,0,0,1,0,1,1
26,306,0,1,0,0,0,1,0,1,1
24,-178,1,0,0,0,0,1,0,0,0
25,153,1,0,0,0,0,1,0,1,1
25,272,1,0,0,0,0,1,0,1,1
21,-199,0,1,0,0,0,1,0,0,0
25,49,1,0,0,0,0,0,0,1,1
18,-234,0,0,1,0,0,1,0,0,0
25,324,0,0,1,0,0,1,0,1,1
22,172,0,1,0,0,0,0,0,1,1
22,-51,0,1,0,0,0,1,0,0,0
19,22,1,0,0,0,0,0,0,1,1
26,94,1,0,0,0,0,1,0,1,1
26,248,0,1,0,0,0,0,0,1,1
1,-133,1,0,0,0,0,0,0,0,0
2,-191,0,1,0,0,0,1,0,0,0
22,171,0,1,0,0,0,1,0,1,1
23,-291,0,1,0,0,0,1,0,0,0
26,-133,0,1,0,0,0,0,0,0,0
25,10,0,1,0,0,0,1,0,1,1
26,-118,0,1,0,0,0,1,0,0,0
21,112,0,1,0,0,0,0,0,1,1
6,-67,1,0,0,0,0,1,0,0,0
12,15,0,1,0,0,0,1,0,1,1
26,293,0,1,0,0,0,1,0,1,1
24,240,0,1,0,0,0,1,0,1,1
13,302,1,0,0,0,0,0,0,1,1
8,-32,0,1,0,0,0,0,0,0,0
11,-259,0,1,0,0,0,1,0,0,0
25,86,1,0,0,0,0,1,0,1,1
22,70,1,0,0,0,0,1,0,1,1
5,-341,0,1,0,0,0,0,0,0,0
26,196,0,1,0,0,0,1,0,1,1
18,-40,0,1,0,0,0,1,0,0,0
22,126,0,0,1,0,0,1,0,1,1
22,68,1,0,0,0,0,0,0,1,1
26,244,1,0,0,0,0,1,0,1,1
23,106,0,1,0,0,0,1,0,1,1
14,-255,1,0,0,0,0,1,0,0,0
4,-307,0,0,1,0,0,1,0,0,0
25,137,1,0,0,0,0,0,0,1,1
17,-144,1,0,0,0,0,0,0,0,0
20,353,0,1,0,0,0,0,0,1,1
8,238,0,1,0,0,0,1,0,1,1
6,-111,1,0,0,0,0,0,0,0,0
12,-284,1,0,0,0,0,1,0,0,0
25,196,0,1,0,0,0,0,0,1,1
23,355,0,0,1,0,0,1,0,1,1
6,-339,0,0,0,1,0,1,0,0,0
14,34,1,0,0,0,0,0,1,1,1
25,229,0,1,0,0,0,1,0,1,1
26,234,0,1,0,0,0,1,0,1,1
8,-254,1,0,0,0,0,0,0,0,0
26,94,1,0,0,0,0,0,0,1,1
26,228,0,0,0,0,1,1,0,1,1
9,345,1,0,0,0,0,0,0,1,1
2,-293,0,1,0,0,0,0,0,0,0
1,-200,1,0,0,0,0,0,0,0,0
25,200,0,0,1,0,0,1,0,1,1
11,355,0,0,1,0,0,0,0,1,1
0,-308,0,0,0,0,1,1,0,0,0
24,41,0,1,0,0,0,0,0,1,1
0,-328,0,1,0,0,0,0,0,0,0
22,-51,0,1,0,0,0,0,0,0,0
10,-51,1,0,0,0,0,0,0,0,0
26,297,0,1,0,0,0,1,0,1,1
26,236,1,0,0,0,0,0,0,1,1
26,99,1,0,0,0,0,0,0,1,1
20,256,0,0,1,0,0,1,0,1,1
3,-137,1,0,0,0,0,0,0,0,0
25,283,0,0,1,0,0,1,0,1,1
5,-45,0,1,0,0,0,0,0,0,0
1,-193,1,0,0,0,0,1,0,0,0
0,-348,0,1,0,0,0,1,0,0,0
19,-328,0,0,0,0,1,0,0,0,0
20,99,0,1,0,0,0,0,0,1,1
10,39,1,0,0,0,0,1,0,1,1
24,109,0,0,1,0,0,1,0,1,1
21,68,0,1,0,0,0,1,0,1,1
15,79,0,1,0,0,0,0,0,1,1
14,-243,1,0,0,0,0,1,1,0,0
25,269,0,0,1,0,0,0,0,1,1
5,-259,0,1,0,0,0,1,0,0,0
24,357,0,1,0,0,0,1,0,1,1
26,175,1,0,0,0,0,0,0,1,1
26,181,1,0,0,0,0,1,0,1,1
25,298,1,0,0,0,0,1,0,1,1
26,-146,0,1,0,0,0,0,0,0,0
8,-137,1,0,0,0,0,0,0,0,0
14,-151,1,0,0,0,0,0,0,0,0
3,-359,0,1,0,0,0,1,1,0,0
26,14,0,0,1,0,0,0,0,1,1
6,-137,0,1,0,0,0,0,0,0,0
15,-315,0,1,0,0,0,1,0,0,0
16,156,0,1,0,0,0,1,0,1,1
0,-87,1,0,0,0,0,0,0,0,0
0,-96,0,1,0,0,0,0,0,0,0
19,-27,0,1,0,0,0,0,0,0,0
1,-16,0,0,1,0,0,0,0,0,0
23,166,0,1,0,0,0,1,0,1,1
19,-331,0,0,0,0,1,0,0,0,0
1,-356,0,0,1,0,0,1,0,0,0
19,107,0,0,1,0,0,0,0,1,1
6,-331,0,0,0,1,0,1,0,0,0
10,-159,0,1,0,0,0,0,0,0,0
25,174,0,1,0,0,0,0,0,1,1
25,356,0,0,1,0,0,1,0,1,1
2,-215,0,0,1,0,0,1,0,0,0
21,349,0,0,1,0,0,0,0,1,1
12,-142,1,0,0,0,0,1,0,0,0
26,231,1,0,0,0,0,1,0,1,1
24,311,0,1,0,0,0,0,0,1,1
1,-107,0,0,1,0,0,1,0,0,0
15,198,1,0,0,0,0,1,0,1,1
24,-21,0,1,0,0,0,1,0,0,0
26,347,1,0,0,0,0,1,0,1,1
0,-110,0,1,0,0,0,0,0,0,0
25,163,1,0,0,0,0,1,0,1,1
26,258,0,1,0,0,0,1,0,1,1
25,260,1,0,0,0,0,0,0,1,1
25,-4,0,0,1,0,0,0,0,0,0
24,228,0,1,0,0,0,1,0,1,1
26,337,0,1,0,0,0,1,0,1,1
25,180,0,1,0,0,0,0,0,1,1
1,-252,0,1,0,0,0,0,0,0,0
14,349,0,1,0,0,0,0,0,1,1
1,-38,0,1,0,0,0,0,0,0,0
7,-220,0,0,0,0,1,0,0,0,0
3,156,0,0,1,0,0,0,0,1,1
0,-187,1,0,0,0,0,1,0,0,0
19,-9,1,0,0,0,0,1,0,0,0
25,346,1,0,0,0,0,0,0,1,1
3,-299,0,1,0,0,0,1,0,0,0
25,-265,0,1,0,0,0,0,1,0,0
0,-37,1,0,0,0,0,1,0,0,0
12,262,0,1,0,0,0,0,0,1,1
19,-81,0,1,0,0,0,1,0,0,0
23,38,0,1,0,0,0,1,0,1,1
12,-77,0,0,1,0,0,0,0,0,0
26,240,1,0,0,0,0,1,0,1,1
26,161,1,0,0,0,0,1,0,1,1
25,-306,1,0,0,0,0,1,0,0,0
18,-117,0,1,0,0,0,0,1,0,0
0,-131,0,1,0,0,0,1,0,0,0
22,199,0,0,1,0,0,0,0,1,1
18,-230,1,0,0,0,0,1,0,0,0
0,-308,0,0,1,0,0,0,0,0,0
15,52,1,0,0,0,0,1,0,1,1
24,182,0,1,0,0,0,1,0,1,1
26,267,0,1,0,0,0,0,0,1,1
25,114,0,1,0,0,0,1,0,1,1
22,-81,0,1,0,0,0,0,0,0,0
12,-298,0,1,0,0,0,1,0,0,0
19,-215,0,1,0,0,0,0,0,0,0
25,137,0,0,1,0,0,0,0,1,1
9,-75,0,0,1,0,0,0,0,0,0
0,-216,0,1,0,0,0,1,0,0,0
22,57,0,1,0,0,0,1,0,1,1
12,-63,1,0,0,0,0,1,0,0,0
24,195,1,0,0,0,0,0,1,1,1
17,-224,0,1,0,0,0,0,1,0,0
23,-133,1,0,0,0,0,1,0,0,0
25,32,1,0,0,0,0,0,0,1,1
3,193,0,0,1,0,0,0,0,1,1
0,-361,0,1,0,0,0,1,0,0,0
24,82,0,1,0,0,0,1,0,1,1
0,-66,1,0,0,0,0,0,1,0,0
26,17,0,0,1,0,0,0,1,1,1
26,-92,1,0,0,0,0,0,1,0,0
1,-237,0,1,0,0,0,0,0,0,0
26,-81,0,1,0,0,0,1,0,1,0
24,-17,1,0,0,0,0,1,0,0,0
18,204,1,0,0,0,0,1,0,1,1
14,-112,1,0,0,0,0,1,0,0,0
23,203,0,1,0,0,0,0,0,1,1
6,-289,1,0,0,0,0,1,0,0,0
0,-130,1,0,0,0,0,1,0,0,0
0,-350,0,1,0,0,0,1,0,0,0
26,301,0,0,1,0,0,0,0,1,1
0,-172,0,1,0,0,0,0,0,0,0
14,-263,1,0,0,0,0,1,0,0,0
26,-23,0,1,0,0,0,0,0,0,0
4,-23,0,1,0,0,0,0,0,0,0
0,-105,0,0,1,0,0,1,0,0,0
14,-14,1,0,0,0,0,0,0,0,0
8,-82,1,0,0,0,0,0,1,0,0
0,-205,0,1,0,0,0,0,0,0,0
26,66,1,0,0,0,0,1,0,1,1
23,-129,0,0,1,0,0,1,0,0,0
24,58,0,1,0,0,0,0,0,1,1
22,3,1,0,0,0,0,1,0,1,1
10,-63,0,1,0,0,0,0,0,0,0
0,-204,1,0,0,0,0,0,0,0,0
26,-12,0,1,0,0,0,1,0,0,0
24,-76,0,1,0,0,0,0,0,0,0
4,71,1,0,0,0,0,0,0,1,1
3,-131,0,0,1,0,0,0,0,0,0
17,191,0,1,0,0,0,0,0,1,1
26,186,1,0,0,0,0,0,0,1,1
21,135,0,0,0,0,1,1,0,1,1
26,168,0,1,0,0,0,0,0,1,1
15,-220,1,0,0,0,0,0,0,0,0
25,316,0,1,0,0,0,0,0,1,1
0,-194,0,1,0,0,0,1,0,0,0
9,-223,1,0,0,0,0,1,0,0,0
3,-220,1,0,0,0,0,0,0,0,0
26,75,0,1,0,0,0,1,0,1,1
2,-23,0,1,0,0,0,0,0,0,0
24,330,1,0,0,0,0,1,0,1,1
0,-17,1,0,0,0,0,1,0,0,0
26,291,1,0,0,0,0,1,0,1,1
3,-296,1,0,0,0,0,1,0,0,0
24,-25,0,0,1,0,0,1,0,0,0
15,71,0,0,1,0,0,0,0,1,1
0,-79,0,1,0,0,0,1,0,0,0
5,-138,0,1,0,0,0,1,0,0,0
23,-151,0,1,0,0,0,0,0,0,0
15,361,0,0,1,0,0,0,0,1,1
26,86,0,1,0,0,0,0,0,1,1
24,80,1,0,0,0,0,1,0,1,1
7,-98,1,0,0,0,0,1,0,0,0
0,-58,0,1,0,0,0,0,0,0,0
25,110,0,0,1,0,0,1,0,1,1
24,53,0,1,0,0,0,1,0,1,1
5,-326,1,0,0,0,0,1,0,0,0
25,161,1,0,0,0,0,0,0,1,1
17,191,0,1,0,0,0,1,0,1,1
23,50,1,0,0,0,0,0,0,1,1
10,-68,0,1,0,0,0,1,0,0,0
0,-261,1,0,0,0,0,0,1,0,0
5,-195,0,1,0,0,0,1,0,0,0
12,-44,0,0,0,0,1,0,0,0,0
26,333,0,1,0,0,0,0,1,1,1
22,-185,1,0,0,0,0,1,0,0,0
0,-51,0,1,0,0,0,1,0,0,0
22,86,0,0,0,0,1,1,0,1,1
9,-186,0,1,0,0,0,1,0,0,0
25,43,1,0,0,0,0,0,0,1,1
14,205,0,1,0,0,0,1,0,1,1
24,266,0,0,1,0,0,0,0,1,1
2,-310,1,0,0,0,0,1,0,0,0
26,208,1,0,0,0,0,0,0,1,1
0,-251,1,0,0,0,0,1,0,0,0
14,146,0,1,0,0,0,1,0,1,1
14,203,0,1,0,0,0,0,0,1,1
22,340,0,0,1,0,0,0,0,1,1
1,-291,0,1,0,0,0,0,0,0,0
26,332,0,1,0,0,0,0,0,1,1
2,-21,1,0,0,0,0,1,0,0,0
26,5,0,0,1,0,0,0,0,1,1
1,-121,0,0,1,0,0,1,0,0,0
24,328,0,0,1,0,0,1,0,1,1
12,-84,1,0,0,0,0,0,0,0,0
20,187,1,0,0,0,0,1,0,1,1
6,315,0,1,0,0,0,1,0,1,1
22,348,0,1,0,0,0,0,0,1,1
26,252,1,0,0,0,0,1,0,1,1
8,-226,0,0,1,0,0,0,0,0,0
26,93,0,1,0,0,0,0,0,1,1
23,133,0,0,1,0,0,0,0,1,1
26,204,0,0,1,0,0,0,0,1,1
26,-223,1,0,0,0,0,1,0,0,0
24,78,0,1,0,0,0,1,0,1,1
18,-70,0,1,0,0,0,1,0,0,0
14,-358,0,1,0,0,0,0,0,0,0
8,-306,0,1,0,0,0,1,0,0,0
21,71,1,0,0,0,0,0,0,1,1
11,-297,0,1,0,0,0,0,0,0,0
20,227,1,0,0,0,0,0,0,1,1
2,-240,0,1,0,0,0,0,0,0,0
5,-128,0,1,0,0,0,0,0,0,0
25,-346,0,1,0,0,0,0,0,0,0
19,-121,0,1,0,0,0,1,0,0,0
24,31,0,1,0,0,0,1,1,1,1
26,44,0,1,0,0,0,1,0,1,1
18,-52,0,1,0,0,0,1,0,0,0
4,151,0,1,0,0,0,0,0,1,1
14,-225,0,1,0,0,0,0,0,0,0
11,363,1,0,0,0,0,1,1,1,1
11,-163,0,1,0,0,0,1,0,0,0
13,19,1,0,0,0,0,1,0,1,1
0,-148,1,0,0,0,0,0,0,0,0
26,250,0,0,0,0,1,1,0,1,1
5,-307,0,1,0,0,0,0,0,0,0
6,-118,1,0,0,0,0,0,0,0,0
23,289,0,0,1,0,0,0,1,1,1
10,-114,1,0,0,0,0,1,0,0,0
4,19,0,0,1,0,0,1,0,1,1
8,-137,0,1,0,0,0,0,0,0,0
26,249,0,1,0,0,0,0,0,1,1
25,59,1,0,0,0,0,0,0,1,1
0,-281,0,1,0,0,0,1,0,0,0
18,-67,0,1,0,0,0,1,0,0,0
24,353,1,0,0,0,0,0,0,1,1
1,-253,1,0,0,0,0,1,0,0,0
26,-92,0,1,0,0,0,0,0,0,0
26,178,0,1,0,0,0,1,0,1,1
0,-276,1,0,0,0,0,0,1,0,0
16,93,1,0,0,0,0,0,0,1,1
0,-21,0,1,0,0,0,1,1,0,0
10,88,0,0,1,0,0,1,0,1,1
24,356,0,0,0,0,1,1,0,1,1
0,-180,0,1,0,0,0,0,0,0,0
2,-307,0,0,1,0,0,0,0,0,0
12,-359,0,1,0,0,0,0,0,0,0
20,325,0,1,0,0,0,1,0,1,1
13,-114,0,1,0,0,0,0,0,0,0
26,-162,0,1,0,0,0,1,1,0,0
5,-314,0,0,1,0,0,1,0,0,0
3,-204,0,1,0,0,0,0,0,0,0
23,-105,0,1,0,0,0,1,0,0,0
12,-360,0,0,0,0,1,1,0,0,0
1,-317,1,0,0,0,0,0,0,0,0
26,334,0,1,0,0,0,1,0,1,1
13,-90,1,0,0,0,0,0,1,0,0
11,-96,1,0,0,0,0,0,0,0,0
0,-284,0,1,0,0,0,1,0,0,0
25,166,0,1,0,0,0,1,0,1,1
26,-249,0,1,0,0,0,0,0,0,0
23,204,0,1,0,0,0,1,0,1,1
22,130,0,0,1,0,0,1,0,1,1
17,248,1,0,0,0,0,0,0,1,1
26,213,0,1,0,0,0,0,0,1,1
25,364,1,0,0,0,0,1,0,1,1
22,264,1,0,0,0,0,0,0,1,1
0,-48,0,1,0,0,0,0,0,0,0
23,313,0,0,1,0,0,1,0,1,1
26,204,1,0,0,0,0,1,0,1,1
6,-95,0,1,0,0,0,0,0,0,0
26,21,0,1,0,0,0,0,0,1,1
13,256,0,0,1,0,0,1,0,1,1
4,-326,1,0,0,0,0,0,0,0,0
0,-10,0,1,0,0,0,1,0,0,0
25,364,0,1,0,0,0,0,0,1,1
25,49,0,0,1,0,0,1,0,1,1
18,115,0,1,0,0,0,1,1,1,1
26,154,0,1,0,0,0,1,0,1,1
24,360,0,0,1,0,0,0,0,1,1
0,-44,0,0,1,0,0,0,0,0,0
23,34,0,1,0,0,0,1,0,1,1
24,299,1,0,0,0,0,0,0,1,1
6,-267,1,0,0,0,0,1,0,0,0
0,-87,0,0,1,0,0,0,0,0,0
23,62,1,0,0,0,0,1,0,1,1
12,-130,0,0,0,1,0,1,0,0,0
10,-262,1,0,0,0,0,0,1,0,0
25,70,0,0,0,1,0,1,0,1,1
24,361,0,1,0,0,0,0,1,1,1
11,-227,0,1,0,0,0,0,0,0,0
24,-290,0,1,0,0,0,0,0,0,0
4,-363,1,0,0,0,0,0,0,0,0
0,-209,0,1,0,0,0,1,0,0,0
13,-192,1,0,0,0,0,1,0,0,0
21,188,1,0,0,0,0,0,0,1,1
13,-171,1,0,0,0,0,1,0,0,0
24,229,0,1,0,0,0,1,1,1,1
16,-179,0,1,0,0,0,0,0,0,0
15,-233,0,1,0,0,0,0,0,0,0
5,40,1,0,0,0,0,0,0,1,1
26,284,0,1,0,0,0,1,0,1,1
26,219,0,1,0,0,0,1,0,1,1
7,-303,1,0,0,0,0,0,0,0,0
24,212,1,0,0,0,0,1,0,1,1
0,-67,0,0,1,0,0,0,0,0,0
15,-172,0,1,0,0,0,0,0,0,0
0,-270,1,0,0,0,0,1,0,0,0
2,193,0,1,0,0,0,1,0,0,1
23,200,1,0,0,0,0,1,0,1,1
26,317,0,1,0,0,0,0,0,1,1
12,-63,1,0,0,0,0,1,0,0,0
19,-264,0,1,0,0,0,1,0,0,0
5,-288,0,1,0,0,0,0,0,0,0
26,345,0,1,0,0,0,0,0,1,1
26,79,1,0,0,0,0,0,0,1,1
16,175,0,1,0,0,0,1,0,1,1
25,104,0,1,0,0,0,0,0,1,1
0,-231,0,0,1,0,0,0,0,0,0
0,-250,1,0,0,0,0,1,0,0,0
26,24,0,1,0,0,0,0,0,1,1
26,59,0,1,0,0,0,0,0,1,1
19,334,0,0,1,0,0,1,0,1,1
14,-250,0,1,0,0,0,0,0,0,0
20,-139,0,1,0,0,0,0,0,0,0
8,-57,0,1,0,0,0,1,0,0,0
19,128,1,0,0,0,0,1,0,1,1
22,299,1,0,0,0,0,1,0,1,1
9,18,0,1,0,0,0,0,1,1,1
19,250,0,1,0,0,0,0,1,1,1
11,354,1,0,0,0,0,1,0,1,1
2,-251,0,1,0,0,0,1,0,0,0
26,212,0,0,0,0,1,0,0,1,1
4,-299,1,0,0,0,0,1,0,0,0
26,243,0,1,0,0,0,1,0,1,1
3,-217,0,1,0,0,0,1,0,0,0
25,-271,0,0,1,0,0,0,0,0,0
0,-234,0,0,1,0,0,1,0,0,0
26,253,0,0,1,0,0,1,0,1,1
0,-356,0,1,0,0,0,1,0,0,0
1,-111,0,1,0,0,0,0,0,0,0
7,-235,1,0,0,0,0,1,0,0,0
0,-151,0,0,1,0,0,0,0,0,0
25,-194,1,0,0,0,0,0,1,0,0
10,-279,0,1,0,0,0,0,0,0,0
26,330,0,1,0,0,0,1,0,1,1
14,34,0,1,0,0,0,0,0,0,1
20,201,0,1,0,0,0,1,0,1,1
25,113,1,0,0,0,0,0,0,1,1
25,69,1,0,0,0,0,1,0,1,1
23,-299,1,0,0,0,0,1,1,0,0
1,-241,0,0,1,0,0,1,0,0,0
2,-78,0,0,1,0,0,1,0,0,0
0,-242,0,1,0,0,0,0,0,0,0
25,74,0,0,1,0,0,0,0,1,1
6,-82,1,0,0,0,0,1,0,0,0
24,196,0,1,0,0,0,1,0,1,1
22,-60,1,0,0,0,0,1,0,0,0
14,-278,0,1,0,0,0,1,0,0,0
2,-1,1,0,0,0,0,1,0,0,0
0,-77,0,1,0,0,0,0,0,0,0
13,313,0,0,1,0,0,0,0,1,1
23,-27,1,0,0,0,0,0,0,0,0
23,197,0,0,1,0,0,1,0,1,1
26,338,0,1,0,0,0,1,0,1,1
4,15,0,1,0,0,0,0,0,1,1
0,-140,0,1,0,0,0,1,0,0,0
25,-87,0,1,0,0,0,1,0,0,0
12,-276,1,0,0,0,0,0,0,0,0
26,36,1,0,0,0,0,1,0,1,1
26,296,1,0,0,0,0,0,0,1,1
26,239,0,1,0,0,0,1,0,1,1
25,175,0,1,0,0,0,0,0,1,1
26,75,0,1,0,0,0,0,0,1,1
26,247,0,1,0,0,0,0,0,1,1
3,-275,0,1,0,0,0,1,0,0,0
20,-114,0,1,0,0,0,0,0,0,0
0,-310,0,0,1,0,0,1,0,0,0
2,-121,0,1,0,0,0,0,1,0,0
21,-62,0,1,0,0,0,1,0,0,0
26,135,1,0,0,0,0,0,0,1,1
22,184,1,0,0,0,0,1,0,1,1
2,-306,0,0,1,0,0,1,0,0,0
18,361,1,0,0,0,0,0,0,1,1
20,316,0,0,1,0,0,0,0,1,1
10,-80,0,0,1,0,0,0,0,0,0
15,75,1,0,0,0,0,1,0,1,1
2,-225,0,0,1,0,0,0,0,0,0
14,-233,0,1,0,0,0,1,1,0,0
21,153,0,1,0,0,0,1,0,1,1
2,-197,1,0,0,0,0,0,1,0,0
1,-213,0,1,0,0,0,1,0,0,0
25,219,0,0,0,1,0,0,0,1,1
24,200,0,0,0,0,1,1,0,1,1
5,-186,0,0,1,0,0,0,0,0,0
0,-102,1,0,0,0,0,1,0,0,0
15,29,1,0,0,0,0,0,0,1,1
0,-257,1,0,0,0,0,0,0,0,0
5,193,0,1,0,0,0,0,0,1,1
3,-130,0,0,1,0,0,1,0,0,0
16,128,0,0,1,0,0,1,0,1,1
26,216,0,0,1,0,0,1,0,1,1
0,-109,1,0,0,0,0,1,0,0,0
26,163,1,0,0,0,0,1,0,1,1
4,-319,0,0,1,0,0,1,0,0,0
24,290,1,0,0,0,0,1,0,1,1
24,242,0,1,0,0,0,1,0,1,1
0,-157,0,1,0,0,0,1,0,0,0
25,228,1,0,0,0,0,0,0,1,1
25,97,0,1,0,0,0,1,0,1,1
19,64,1,0,0,0,0,0,0,1,1
18,229,0,0,1,0,0,0,0,1,1
0,-257,1,0,0,0,0,1,0,0,0
24,254,1,0,0,0,0,1,0,1,1
22,10,0,0,0,1,0,1,0,1,1
7,-243,1,0,0,0,0,1,0,0,0
18,352,0,1,0,0,0,0,0,1,1
26,306,1,0,0,0,0,1,0,1,1
16,-25,0,0,1,0,0,0,0,0,0
1,-93,1,0,0,0,0,0,0,0,0
22,-32,0,1,0,0,0,0,0,0,0
26,113,1,0,0,0,0,1,0,1,1
26,162,0,1,0,0,0,0,0,1,1
10,-360,0,1,0,0,0,1,0,0,0
22,202,0,1,0,0,0,1,0,1,1
25,-52,0,1,0,0,0,1,0,0,0
21,291,0,1,0,0,0,1,0,1,1
16,-298,0,1,0,0,0,1,0,0,0
26,346,0,1,0,0,0,1,0,1,1
7,-200,0,1,0,0,0,1,0,0,0
